review_text,rating,date,upvotes
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-13,65
Banyak bug yang mengganggu pengalaman belanja.,1,2023-07-07,80
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-10-20,4
Layanan pelanggan sangat responsif dan membantu.,4,2023-08-23,54
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-02-03,10
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-03-22,95
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-11-17,13
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-08-10,89
"Aplikasi sering crash, sangat frustasi!",2,2023-01-15,8
"Aplikasi sering crash, sangat frustasi!",2,2023-03-08,53
"UI sangat membingungkan, sulit digunakan.",2,2023-12-17,41
"UI sangat membingungkan, sulit digunakan.",2,2023-05-15,58
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-19,84
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-14,0
Banyak promo menarik setiap hari.,4,2023-09-02,57
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-11-20,2
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-05-05,96
Aplikasi sangat bagus dan mudah digunakan!,5,2023-08-20,93
Banyak promo menarik setiap hari.,4,2023-04-14,22
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-27,65
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-12,52
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-07-04,23
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-05,20
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-12-07,31
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-11-04,16
Aplikasi sangat bagus dan mudah digunakan!,5,2023-11-14,99
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-03-13,56
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-21,72
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-17,78
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-04-26,8
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-17,27
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-02,18
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-28,99
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-19,55
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-10-26,77
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-08-16,99
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-04,79
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-14,27
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-12,79
"Aplikasi sering crash, sangat frustasi!",2,2023-10-05,71
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-18,11
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-05-15,2
"UI sangat membingungkan, sulit digunakan.",1,2023-08-03,12
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-27,70
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-26,89
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-08-28,59
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-23,39
"Aplikasi sering crash, sangat frustasi!",1,2023-04-25,60
"UI sangat membingungkan, sulit digunakan.",2,2023-12-03,70
Layanan pelanggan sangat responsif dan membantu.,4,2023-01-06,85
Layanan pelanggan sangat responsif dan membantu.,5,2023-06-02,41
"UI sangat membingungkan, sulit digunakan.",1,2023-03-15,89
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-03,36
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-08-04,81
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-27,92
Banyak bug yang mengganggu pengalaman belanja.,1,2023-04-09,25
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-12,64
"UI sangat membingungkan, sulit digunakan.",2,2023-07-27,38
Banyak promo menarik setiap hari.,4,2023-10-17,27
"Aplikasi sering crash, sangat frustasi!",2,2023-10-05,67
Layanan pelanggan sangat responsif dan membantu.,4,2023-02-12,2
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-09,53
Banyak bug yang mengganggu pengalaman belanja.,2,2023-09-12,12
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-11,53
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-19,33
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-03-01,40
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-03-03,47
Banyak bug yang mengganggu pengalaman belanja.,2,2023-03-23,91
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-05-05,0
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-07-25,45
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-15,46
Banyak bug yang mengganggu pengalaman belanja.,2,2023-10-13,19
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-10,35
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-12,44
"UI sangat membingungkan, sulit digunakan.",1,2023-03-04,0
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-26,4
Banyak bug yang mengganggu pengalaman belanja.,1,2023-08-26,14
Banyak bug yang mengganggu pengalaman belanja.,2,2023-09-20,76
"UI sangat membingungkan, sulit digunakan.",2,2023-05-13,32
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-20,23
"UI sangat membingungkan, sulit digunakan.",2,2023-11-02,10
Banyak promo menarik setiap hari.,4,2023-03-25,23
"Aplikasi sering crash, sangat frustasi!",2,2023-01-04,41
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-03-09,64
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-27,44
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-17,53
"UI sangat membingungkan, sulit digunakan.",2,2023-08-11,73
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-08-10,65
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-02-12,62
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-02,63
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-03-27,41
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-20,52
"Aplikasi sering crash, sangat frustasi!",2,2023-01-23,86
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-21,10
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-10,5
Aplikasi sangat bagus dan mudah digunakan!,4,2023-01-26,12
Banyak promo menarik setiap hari.,4,2023-02-25,75
Banyak promo menarik setiap hari.,5,2023-04-08,72
Aplikasi sangat bagus dan mudah digunakan!,5,2023-01-15,69
Layanan pelanggan sangat responsif dan membantu.,5,2023-03-13,55
"UI sangat membingungkan, sulit digunakan.",2,2023-02-18,100
"UI sangat membingungkan, sulit digunakan.",1,2023-06-27,99
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-04,29
Aplikasi sangat bagus dan mudah digunakan!,5,2023-08-28,10
"UI sangat membingungkan, sulit digunakan.",1,2023-01-14,94
"Aplikasi sering crash, sangat frustasi!",1,2023-01-24,26
Banyak promo menarik setiap hari.,5,2023-03-10,28
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-24,63
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-08-01,90
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-05-17,56
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-03-11,93
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-10-02,27
Banyak promo menarik setiap hari.,5,2023-06-04,99
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-05-20,91
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-08-01,26
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-07-10,17
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-03-02,14
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-24,90
Banyak promo menarik setiap hari.,5,2023-02-24,42
Banyak bug yang mengganggu pengalaman belanja.,1,2023-03-13,52
"UI sangat membingungkan, sulit digunakan.",2,2023-10-04,6
"UI sangat membingungkan, sulit digunakan.",1,2023-01-25,100
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-02,76
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-11-11,69
"UI sangat membingungkan, sulit digunakan.",2,2023-07-20,9
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-05-22,72
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-05-07,67
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-12,14
"Aplikasi sering crash, sangat frustasi!",1,2023-11-24,35
"Aplikasi sering crash, sangat frustasi!",2,2023-11-04,48
"UI sangat membingungkan, sulit digunakan.",2,2023-07-07,34
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-26,15
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-14,91
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-05-26,46
"Aplikasi sering crash, sangat frustasi!",1,2023-09-20,31
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-21,8
Banyak promo menarik setiap hari.,5,2023-07-23,95
Layanan pelanggan sangat responsif dan membantu.,5,2023-03-08,45
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-21,25
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-06-06,94
Banyak bug yang mengganggu pengalaman belanja.,2,2023-10-15,62
Banyak bug yang mengganggu pengalaman belanja.,1,2023-03-10,80
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-27,30
Banyak promo menarik setiap hari.,4,2023-10-28,85
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-27,64
Banyak promo menarik setiap hari.,4,2023-12-22,36
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-11,6
Banyak bug yang mengganggu pengalaman belanja.,1,2023-03-17,77
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-24,83
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-09-17,73
"UI sangat membingungkan, sulit digunakan.",2,2023-05-23,0
"Aplikasi sering crash, sangat frustasi!",1,2023-12-14,74
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-09,30
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-03-11,98
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-09-07,21
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-09-25,10
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-05-01,31
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-08-14,91
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-05-27,58
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-04-10,38
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-10,60
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-06-14,85
Layanan pelanggan sangat responsif dan membantu.,4,2023-06-10,54
Aplikasi sangat bagus dan mudah digunakan!,4,2023-11-11,70
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-05-21,34
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-06-18,60
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-11-18,57
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-20,16
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-11-06,7
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-18,6
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-01,83
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-06-27,72
"UI sangat membingungkan, sulit digunakan.",2,2023-01-15,31
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-11,31
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-12,5
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-05-12,55
"UI sangat membingungkan, sulit digunakan.",2,2023-06-26,59
Banyak bug yang mengganggu pengalaman belanja.,1,2023-12-20,57
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-04-05,36
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-09,94
Banyak bug yang mengganggu pengalaman belanja.,2,2023-12-04,2
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-05,79
"UI sangat membingungkan, sulit digunakan.",1,2023-07-02,38
Banyak promo menarik setiap hari.,5,2023-09-12,7
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-11-01,0
Banyak promo menarik setiap hari.,4,2023-11-16,71
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-03-28,100
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-11-22,1
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-07-04,32
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-25,6
Layanan pelanggan sangat responsif dan membantu.,4,2023-05-26,97
Banyak bug yang mengganggu pengalaman belanja.,2,2023-03-06,37
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-28,10
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-24,96
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-10-03,71
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-09-05,72
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-02-15,17
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-11,76
Layanan pelanggan sangat responsif dan membantu.,4,2023-12-15,41
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-24,9
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-26,86
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-01-16,74
"UI sangat membingungkan, sulit digunakan.",1,2023-12-13,46
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-11-24,20
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-05-22,73
Banyak bug yang mengganggu pengalaman belanja.,1,2023-07-25,10
"Aplikasi sering crash, sangat frustasi!",1,2023-07-25,17
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-06,85
"Aplikasi sering crash, sangat frustasi!",1,2023-02-14,1
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-01-19,82
"UI sangat membingungkan, sulit digunakan.",2,2023-05-24,80
"Aplikasi sering crash, sangat frustasi!",1,2023-10-25,60
"UI sangat membingungkan, sulit digunakan.",2,2023-03-07,18
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-02-20,98
"UI sangat membingungkan, sulit digunakan.",1,2023-01-09,18
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-08,85
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-07-10,15
Layanan pelanggan sangat responsif dan membantu.,4,2023-08-07,67
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-04-28,22
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-09-28,99
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-15,21
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-05,31
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-06-12,100
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-06-13,53
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-05,65
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-17,61
"UI sangat membingungkan, sulit digunakan.",1,2023-09-05,65
"Aplikasi sering crash, sangat frustasi!",2,2023-11-28,30
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-07-09,96
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-08,72
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-19,93
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-02,91
Aplikasi sangat bagus dan mudah digunakan!,4,2023-04-16,98
"UI sangat membingungkan, sulit digunakan.",2,2023-06-26,65
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-05-03,7
Banyak promo menarik setiap hari.,5,2023-10-09,92
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-08,38
Banyak promo menarik setiap hari.,5,2023-05-09,56
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-07,74
"Aplikasi sering crash, sangat frustasi!",2,2023-06-20,33
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-09,46
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-20,50
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-02-24,49
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-15,4
Layanan pelanggan sangat responsif dan membantu.,4,2023-08-01,91
"UI sangat membingungkan, sulit digunakan.",2,2023-04-04,7
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-08,36
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-28,100
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-09,32
Banyak promo menarik setiap hari.,5,2023-05-18,87
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-20,67
Banyak bug yang mengganggu pengalaman belanja.,1,2023-08-06,32
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-01-12,84
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-26,53
Banyak bug yang mengganggu pengalaman belanja.,1,2023-01-27,10
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-05,73
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-03-04,40
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-06,37
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-05-08,38
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-03-14,9
"UI sangat membingungkan, sulit digunakan.",1,2023-03-22,23
Banyak promo menarik setiap hari.,5,2023-04-21,73
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-10,52
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-01-18,60
"Aplikasi sering crash, sangat frustasi!",2,2023-04-08,1
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-11-03,79
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-21,11
Banyak bug yang mengganggu pengalaman belanja.,1,2023-03-23,28
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-02-14,8
"Aplikasi sering crash, sangat frustasi!",2,2023-05-10,19
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-26,47
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-14,97
"Aplikasi sering crash, sangat frustasi!",2,2023-10-16,59
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-10,52
Banyak promo menarik setiap hari.,5,2023-08-10,27
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-26,10
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-14,41
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-10-18,91
"UI sangat membingungkan, sulit digunakan.",1,2023-03-28,52
"Aplikasi sering crash, sangat frustasi!",1,2023-10-14,52
Layanan pelanggan sangat responsif dan membantu.,5,2023-12-09,47
Aplikasi sangat bagus dan mudah digunakan!,5,2023-03-11,4
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-11-03,98
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-07,95
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-12,58
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-22,72
"UI sangat membingungkan, sulit digunakan.",2,2023-05-21,64
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-15,18
Aplikasi sangat bagus dan mudah digunakan!,5,2023-06-17,6
Layanan pelanggan sangat responsif dan membantu.,4,2023-04-12,61
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-10,65
Banyak promo menarik setiap hari.,5,2023-02-12,9
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-12-05,15
Banyak promo menarik setiap hari.,5,2023-12-09,65
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-16,46
"Aplikasi sering crash, sangat frustasi!",1,2023-12-23,99
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-01,86
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-11-11,36
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-09-25,89
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-09,13
"UI sangat membingungkan, sulit digunakan.",1,2023-10-16,14
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-12-14,52
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-28,71
"UI sangat membingungkan, sulit digunakan.",1,2023-05-15,84
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-22,17
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-09-03,88
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-09,35
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-02-27,0
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-06-22,98
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-09-03,56
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-19,87
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-11,56
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-09-26,35
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-19,20
Layanan pelanggan sangat responsif dan membantu.,4,2023-01-23,63
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-09-20,50
"UI sangat membingungkan, sulit digunakan.",1,2023-04-10,91
Layanan pelanggan sangat responsif dan membantu.,4,2023-01-26,80
